pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year
11 Com b,11 Com,2,1,Radial Velocity,2007
11 Com b,11 Com,2,1,Radial Velocity,2007
11 Com b,11 Com,2,1,Radial Velocity,2007
11 UMi b,11 UMi,1,1,Radial Velocity,2009
11 UMi b,11 UMi,1,1,Radial Velocity,2009
11 UMi b,11 UMi,1,1,Radial Velocity,2009
14 And b,14 And,1,1,Radial Velocity,2008
14 And b,14 And,1,1,Radial Velocity,2008
14 And b,14 And,1,1,Radial Velocity,2008
14 Her b,14 Her,1,2,Radial Velocity,2002
14 Her b,14 Her,1,2,Radial Velocity,2002
14 Her b,14 Her,1,2,Radial Velocity,2002
14 Her b,14 Her,1,2,Radial Velocity,2002
14 Her b,14 Her,1,2,Radial Velocity,2002
14 Her b,14 Her,1,2,Radial Velocity,2002
14 Her b,14 Her,1,2,Radial Velocity,2002
14 Her b,14 Her,1,2,Radial Velocity,2002
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996
17 Sco b,17 Sco,1,1,Radial Velocity,2020
18 Del b,18 Del,2,1,Radial Velocity,2008
18 Del b,18 Del,2,1,Radial Velocity,2008
18 Del b,18 Del,2,1,Radial Velocity,2008
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008
24 Boo b,24 Boo,1,1,Radial Velocity,2018
24 Boo b,24 Boo,1,1,Radial Velocity,2018
24 Sex b,24 Sex,1,2,Radial Velocity,2010
24 Sex c,24 Sex,1,2,Radial Velocity,2010
2M0437 b,2MASS J04372171+2651014,1,1,Imaging,2021
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,Imaging,2013
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016
30 Ari B b,30 Ari B,4,1,Radial Velocity,2009
30 Ari B b,30 Ari B,4,1,Radial Velocity,2009
30 Ari B b,30 Ari B,4,1,Radial Velocity,2009
4 UMa b,4 UMa,1,1,Radial Velocity,2006
4 UMa b,4 UMa,1,1,Radial Velocity,2006
42 Dra b,42 Dra,2,1,Radial Velocity,2008
47 UMa b,47 UMa,1,3,Radial Velocity,1996
47 UMa b,47 UMa,1,3,Radial Velocity,1996
47 UMa b,47 UMa,1,3,Radial Velocity,1996
47 UMa b,47 UMa,1,3,Radial Velocity,1996
47 UMa b,47 UMa,1,3,Radial Velocity,1996
47 UMa c,47 UMa,1,3,Radial Velocity,2001
47 UMa c,47 UMa,1,3,Radial Velocity,2001
47 UMa c,47 UMa,1,3,Radial Velocity,2001
47 UMa d,47 UMa,1,3,Radial Velocity,2009
47 UMa d,47 UMa,1,3,Radial Velocity,2009
51 Eri b,51 Eri,3,1,Imaging,2015
51 Eri b,51 Eri,3,1,Imaging,2015
51 Eri b,51 Eri,3,1,Imaging,2015
51 Peg b,51 Peg,1,1,Radial Velocity,1995
51 Peg b,51 Peg,1,1,Radial Velocity,1995
51 Peg b,51 Peg,1,1,Radial Velocity,1995
51 Peg b,51 Peg,1,1,Radial Velocity,1995
51 Peg b,51 Peg,1,1,Radial Velocity,1995
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc b,55 Cnc,2,5,Radial Velocity,1996
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
55 Cnc c,55 Cnc,2,5,Radial Velocity,2004
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc d,55 Cnc,2,5,Radial Velocity,2002
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008
61 Vir b,61 Vir,1,3,Radial Velocity,2009
61 Vir b,61 Vir,1,3,Radial Velocity,2009
61 Vir c,61 Vir,1,3,Radial Velocity,2009
61 Vir c,61 Vir,1,3,Radial Velocity,2009
61 Vir d,61 Vir,1,3,Radial Velocity,2009
7 CMa b,7 CMa,1,2,Radial Velocity,2011
7 CMa b,7 CMa,1,2,Radial Velocity,2011
7 CMa b,7 CMa,1,2,Radial Velocity,2011
7 CMa c,7 CMa,1,2,Radial Velocity,2019
70 Vir b,70 Vir,1,1,Radial Velocity,1996
70 Vir b,70 Vir,1,1,Radial Velocity,1996
70 Vir b,70 Vir,1,1,Radial Velocity,1996
70 Vir b,70 Vir,1,1,Radial Velocity,1996
70 Vir b,70 Vir,1,1,Radial Velocity,1996
70 Vir b,70 Vir,1,1,Radial Velocity,1996
75 Cet b,75 Cet,2,2,Radial Velocity,2012
75 Cet b,75 Cet,2,2,Radial Velocity,2012
75 Cet c,75 Cet,2,2,Radial Velocity,2023
8 UMi b,8 UMi,1,1,Radial Velocity,2015
8 UMi b,8 UMi,1,1,Radial Velocity,2015
81 Cet b,81 Cet,1,1,Radial Velocity,2008
81 Cet b,81 Cet,1,1,Radial Velocity,2008
81 Cet b,81 Cet,1,1,Radial Velocity,2008
91 Aqr b,91 Aqr,3,1,Radial Velocity,2013
AB Aur b,AB Aur,1,1,Imaging,2022
AB Pic b,AB Pic,1,1,Imaging,2005
AF Lep b,AF Lep,1,1,Imaging,2023
AF Lep b,AF Lep,1,1,Imaging,2023
AF Lep b,AF Lep,1,1,Imaging,2023
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic b,AU Mic,1,3,Transit,2020
AU Mic c,AU Mic,1,3,Transit,2021
AU Mic c,AU Mic,1,3,Transit,2021
AU Mic c,AU Mic,1,3,Transit,2021
AU Mic c,AU Mic,1,3,Transit,2021
AU Mic c,AU Mic,1,3,Transit,2021
AU Mic c,AU Mic,1,3,Transit,2021
AU Mic d,AU Mic,1,3,Transit Timing Variations,2023
BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009
BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016
BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009
BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009
BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012
BD+20 594 b,BD+20 594,1,1,Transit,2016
BD+20 594 b,BD+20 594,1,1,Transit,2016
BD+20 594 b,BD+20 594,1,1,Transit,2016
BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011
BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015
BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021
BD+60 1417 b,BD+60 1417,1,1,Imaging,2021
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021
BD-00 4475 b,BD-00 4475,1,1,Radial Velocity,2021
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008
BD-210397 b,BD-210397,1,2,Radial Velocity,2023
BD-210397 c,BD-210397,1,2,Radial Velocity,2023
BD-210397 c,BD-210397,1,2,Radial Velocity,2023
CD Cet b,CD Cet,1,1,Radial Velocity,2020
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021
CHXR 73 b,CHXR 73,1,1,Imaging,2006
CI Tau b,CI Tau,1,1,Radial Velocity,2019
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021
CT Cha b,CT Cha,1,1,Imaging,2007
CoRoT-1 b,CoRoT-1,1,1,Transit,2008
CoRoT-1 b,CoRoT-1,1,1,Transit,2008
CoRoT-1 b,CoRoT-1,1,1,Transit,2008
CoRoT-1 b,CoRoT-1,1,1,Transit,2008
CoRoT-1 b,CoRoT-1,1,1,Transit,2008
CoRoT-1 b,CoRoT-1,1,1,Transit,2008
CoRoT-1 b,CoRoT-1,1,1,Transit,2008
CoRoT-10 b,CoRoT-10,1,1,Transit,2010
CoRoT-10 b,CoRoT-10,1,1,Transit,2010
CoRoT-10 b,CoRoT-10,1,1,Transit,2010
CoRoT-11 b,CoRoT-11,1,1,Transit,2010
CoRoT-11 b,CoRoT-11,1,1,Transit,2010
CoRoT-11 b,CoRoT-11,1,1,Transit,2010
CoRoT-11 b,CoRoT-11,1,1,Transit,2010
CoRoT-11 b,CoRoT-11,1,1,Transit,2010
CoRoT-11 b,CoRoT-11,1,1,Transit,2010
CoRoT-12 b,CoRoT-12,1,1,Transit,2010
CoRoT-12 b,CoRoT-12,1,1,Transit,2010
CoRoT-12 b,CoRoT-12,1,1,Transit,2010
CoRoT-12 b,CoRoT-12,1,1,Transit,2010
CoRoT-12 b,CoRoT-12,1,1,Transit,2010
CoRoT-12 b,CoRoT-12,1,1,Transit,2010
CoRoT-13 b,CoRoT-13,1,1,Transit,2010
CoRoT-13 b,CoRoT-13,1,1,Transit,2010
CoRoT-13 b,CoRoT-13,1,1,Transit,2010
CoRoT-13 b,CoRoT-13,1,1,Transit,2010
CoRoT-13 b,CoRoT-13,1,1,Transit,2010
CoRoT-14 b,CoRoT-14,1,1,Transit,2010
CoRoT-14 b,CoRoT-14,1,1,Transit,2010
CoRoT-14 b,CoRoT-14,1,1,Transit,2010
CoRoT-16 b,CoRoT-16,1,1,Transit,2011
CoRoT-16 b,CoRoT-16,1,1,Transit,2011
CoRoT-17 b,CoRoT-17,1,1,Transit,2011
CoRoT-17 b,CoRoT-17,1,1,Transit,2011
CoRoT-17 b,CoRoT-17,1,1,Transit,2011
CoRoT-18 b,CoRoT-18,1,1,Transit,2011
CoRoT-18 b,CoRoT-18,1,1,Transit,2011
CoRoT-18 b,CoRoT-18,1,1,Transit,2011
CoRoT-18 b,CoRoT-18,1,1,Transit,2011
CoRoT-18 b,CoRoT-18,1,1,Transit,2011
CoRoT-18 b,CoRoT-18,1,1,Transit,2011
CoRoT-19 b,CoRoT-19,1,1,Transit,2011
CoRoT-19 b,CoRoT-19,1,1,Transit,2011
CoRoT-19 b,CoRoT-19,1,1,Transit,2011
CoRoT-19 b,CoRoT-19,1,1,Transit,2011
CoRoT-19 b,CoRoT-19,1,1,Transit,2011
CoRoT-19 b,CoRoT-19,1,1,Transit,2011
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-2 b,CoRoT-2,2,1,Transit,2008
CoRoT-20 b,CoRoT-20,1,2,Transit,2011
CoRoT-20 b,CoRoT-20,1,2,Transit,2011
CoRoT-20 b,CoRoT-20,1,2,Transit,2011
CoRoT-20 b,CoRoT-20,1,2,Transit,2011
CoRoT-20 b,CoRoT-20,1,2,Transit,2011
CoRoT-20 b,CoRoT-20,1,2,Transit,2011
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018
CoRoT-21 b,CoRoT-21,1,1,Transit,2012
CoRoT-21 b,CoRoT-21,1,1,Transit,2012
CoRoT-22 b,CoRoT-22,1,1,Transit,2014
CoRoT-23 b,CoRoT-23,1,1,Transit,2011
CoRoT-23 b,CoRoT-23,1,1,Transit,2011
CoRoT-23 b,CoRoT-23,1,1,Transit,2011
CoRoT-24 b,CoRoT-24,1,2,Transit,2014
CoRoT-24 c,CoRoT-24,1,2,Transit,2014
CoRoT-25 b,CoRoT-25,1,1,Transit,2013
CoRoT-25 b,CoRoT-25,1,1,Transit,2013
CoRoT-26 b,CoRoT-26,1,1,Transit,2013
CoRoT-26 b,CoRoT-26,1,1,Transit,2013
CoRoT-27 b,CoRoT-27,1,1,Transit,2014
CoRoT-27 b,CoRoT-27,1,1,Transit,2014
CoRoT-28 b,CoRoT-28,1,1,Transit,2015
CoRoT-28 b,CoRoT-28,1,1,Transit,2015
CoRoT-29 b,CoRoT-29,1,1,Transit,2015
CoRoT-29 b,CoRoT-29,1,1,Transit,2015
CoRoT-29 b,CoRoT-29,1,1,Transit,2015
CoRoT-3 b,CoRoT-3,1,1,Transit,2008
CoRoT-3 b,CoRoT-3,1,1,Transit,2008
CoRoT-3 b,CoRoT-3,1,1,Transit,2008
CoRoT-3 b,CoRoT-3,1,1,Transit,2008
CoRoT-3 b,CoRoT-3,1,1,Transit,2008
CoRoT-30 b,CoRoT-30,1,1,Transit,2020
CoRoT-31 b,CoRoT-31,1,1,Transit,2020
CoRoT-35 b,CoRoT-35,1,1,Transit,2022
CoRoT-36 b,CoRoT-36,1,1,Transit,2022
CoRoT-4 b,CoRoT-4,1,1,Transit,2008
CoRoT-4 b,CoRoT-4,1,1,Transit,2008
CoRoT-4 b,CoRoT-4,1,1,Transit,2008
CoRoT-4 b,CoRoT-4,1,1,Transit,2008
CoRoT-5 b,CoRoT-5,1,1,Transit,2009
CoRoT-5 b,CoRoT-5,1,1,Transit,2009
CoRoT-5 b,CoRoT-5,1,1,Transit,2009
CoRoT-5 b,CoRoT-5,1,1,Transit,2009
CoRoT-5 b,CoRoT-5,1,1,Transit,2009
CoRoT-5 b,CoRoT-5,1,1,Transit,2009
CoRoT-6 b,CoRoT-6,1,1,Transit,2009
CoRoT-6 b,CoRoT-6,1,1,Transit,2009
CoRoT-6 b,CoRoT-6,1,1,Transit,2009
CoRoT-6 b,CoRoT-6,1,1,Transit,2009
CoRoT-7 b,CoRoT-7,1,3,Transit,2009
CoRoT-7 b,CoRoT-7,1,3,Transit,2009
CoRoT-7 b,CoRoT-7,1,3,Transit,2009
CoRoT-7 b,CoRoT-7,1,3,Transit,2009
CoRoT-7 b,CoRoT-7,1,3,Transit,2009
CoRoT-7 b,CoRoT-7,1,3,Transit,2009
CoRoT-7 b,CoRoT-7,1,3,Transit,2009
CoRoT-7 b,CoRoT-7,1,3,Transit,2009
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022
CoRoT-8 b,CoRoT-8,1,1,Transit,2010
CoRoT-8 b,CoRoT-8,1,1,Transit,2010
CoRoT-8 b,CoRoT-8,1,1,Transit,2010
CoRoT-8 b,CoRoT-8,1,1,Transit,2010
CoRoT-9 b,CoRoT-9,2,1,Transit,2009
CoRoT-9 b,CoRoT-9,2,1,Transit,2009
CoRoT-9 b,CoRoT-9,2,1,Transit,2009
CoRoT-9 b,CoRoT-9,2,1,Transit,2009
CoRoT-9 b,CoRoT-9,2,1,Transit,2009
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013
DH Tau b,DH Tau,1,1,Imaging,2004
DH Tau b,DH Tau,1,1,Imaging,2004
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019
DMPP-4 b,DMPP-4,1,1,Radial Velocity,2023
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009
DS Tuc A b,DS Tuc A,2,1,Transit,2019
DS Tuc A b,DS Tuc A,2,1,Transit,2019
DS Tuc A b,DS Tuc A,2,1,Transit,2019
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021
EPIC 201615463 c,K2-166,1,2,Transit,2019
EPIC 201754305 d,K2-16,1,3,Transit,2019
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020
EPIC 201833600 c,K2-50,1,2,Transit,2019
EPIC 201833600 c,K2-50,1,2,Transit,2019
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019
EPIC 205950854 c,K2-168,1,2,Transit,2019
EPIC 205950854 c,K2-168,1,2,Transit,2019
EPIC 205950854 c,K2-168,1,2,Transit,2019
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016
EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019
EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021
EPIC 220554210 c,K2-282,1,2,Transit,2019
EPIC 220554210 c,K2-282,1,2,Transit,2019
EPIC 220554210 c,K2-282,1,2,Transit,2019
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016
